car_brand,car_model,car_driven,car_transmission,car_model_year,car_price
Ford,Expedition,300000.0,Automatic,2014,40000.0
Jeep,Grand,82000.0,Automatic,2014,67000.0
Renault,Koleos,116200.0,Automatic,2014,32000.0
Toyota,Rush,6400.0,Automatic,2020,68000.0
BMW,X5,73000.0,CVT,2018,185000.0
Nissan,Maxima,376000.0,Automatic,2002,11000.0
Toyota,Yaris,14000.0,Automatic,2019,75000.0
Kia,Picanto,238.0,Manual,2010,13000.0
Kia,Rio,34000.0,Automatic,2019,45000.0
Kia,Rio,34000.0,Automatic,2019,45000.0
Kia,Sportage,117.0,Automatic,2016,49000.0
Honda,Accord,290000.0,Automatic,2009,25000.0
Toyota,Cressida,480.0,Manual,1996,8000.0
BMW,7,140000.0,Automatic,2006,32000.0
Lexus,LX,316.0,Automatic,2019,109777.0
BMW,7,140000.0,Automatic,2006,32000.0
BMW,7,134000.0,Automatic,2006,31000.0
BMW,3,186.0,Automatic,2008,16000.0
Kia,Sportage,117.0,Automatic,2016,49000.0
Hyundai,Accent,34112.0,Automatic,2017,39000.0
Infiniti,QX80,37000.0,Automatic,2017,190000.0
Mercedes-Benz,ML500,80000.0,Automatic,2015,220000.0
Chevrolet,Lumina,167000.0,Automatic,2006,9000.0
Honda,Accord,4005235.0,Automatic,2002,6000.0
BMW,X5,250.0,Automatic,2011,40000.0
Toyota,FJ,125000.0,Automatic,2015,100000.0
Chevrolet,Traverse,263000.0,Automatic,2012,30000.0
Chevrolet,Traverse,263000.0,Automatic,2012,30000.0
Ford,Expedition,300000.0,Automatic,2010,35000.0
Chevrolet,Optra,197000.0,Manual,2006,12500.0
Toyota,Yaris,319739.0,Automatic,2015,15000.0
Toyota,Land,152069.0,Automatic,2014,140000.0
Toyota,Fortuner,39000.0,Automatic,2020,99000.0
Hyundai,Tucson,180000.0,Automatic,2012,30000.0
Hyundai,Tucson,143700.0,Automatic,2011,37000.0
Toyota,Rush,6000.0,Automatic,2021,70000.0
Chevrolet,Blazer,256480.0,Automatic,2007,12000.0
Toyota,Rav4,230000.0,Automatic,2012,31989.0
Ford,Expedition,114750.0,Automatic,2016,82000.0
Chevrolet,Trailblazer,235000.0,Automatic,2007,10500.0
BMW,X5,174996.0,Automatic,2010,65000.0
Cadillac,ESCALADE,193675.0,Automatic,2007,45000.0
Land,Rover,68000.0,Automatic,2016,120000.0
Toyota,Land,145000.0,Automatic,2017,120000.0
Ford,Edge,240000.0,Automatic,2008,25000.0
Lexus,GX,161000.0,Automatic,2015,160000.0
Toyota,Corolla,300000.0,Manual,1992,1000.0
Ford,Edge,0.0,Automatic,2013,41999.0
Ford,Edge,100000.0,Automatic,2014,65000.0
Hyundai,Kona,14000.0,Automatic,2019,70000.0
Dodge,Challenger,158000.0,Automatic,2012,45000.0
Toyota,Yaris,101600.0,Automatic,2013,19000.0
Toyota,Yaris,123000.0,CVT,2015,24000.0
Honda,Accord,353000.0,CVT,2006,19000.0
MG,RX8,17000.0,Automatic,2020,85000.0
GMC,Envoy,400000.0,Automatic,2005,12000.0
Toyota,Yaris,84000.0,Automatic,2017,28000.0
Toyota,Camry,617000.0,Manual,1999,17000.0
Nissan,Altima,700.0,Automatic,2020,45000.0
BMW,X5,250.0,Automatic,2011,40000.0
BMW,X5,250.0,Automatic,2011,40000.0
Haval,H6,0.0,Automatic,2020,87400.0
Toyota,Camry,617000.0,Manual,1999,15000.0
Honda,Accord,5800.0,Automatic,2020,142000.0
Hyundai,Accent,73000.0,Automatic,2019,66000.0
Chevrolet,Traverse,80000.0,Automatic,2019,155000.0
Mazda,6,54000.0,Automatic,2016,55000.0
Chevrolet,Blazer,260000.0,Automatic,2005,6000.0
Toyota,Corolla,700000.0,CVT,2002,8500.0
Hyundai,Tucson,161000.0,Automatic,2016,65000.0
Honda,Civic,148617.0,Automatic,2012,18500.0
Toyota,Yaris,84000.0,Automatic,2017,29000.0
Chevrolet,Malibu,145000.0,Automatic,2013,24000.0
Kia,Sportage,117000.0,Automatic,2015,38000.0
Hyundai,Elantra,99000.0,Automatic,2016,36000.0
Land,Rover,250000.0,Automatic,2004,23000.0
Chevrolet,Trailblazer,235000.0,Automatic,2007,14000.0
Hyundai,Kona,8000.0,Automatic,2020,74500.0
Toyota,Corolla,270000.0,Automatic,2012,20000.0
Toyota,Land,1800.0,Automatic,2020,180000.0
Toyota,Land,368.0,Manual,2006,55000.0
Audi,S3,76000.0,Automatic,2016,105000.0
Toyota,Yaris,250852.0,Automatic,2013,19000.0
Geely,Emgrand,64000.0,Manual,2013,14000.0
Toyota,Yaris,47400.0,CVT,2019,44000.0
Chevrolet,Traverse,231000.0,Automatic,2011,33500.0
Nissan,Sunny,255000.0,Automatic,2007,10500.0
Hyundai,Elantra,125700.0,Automatic,2016,33000.0
Renault,Koleos,158000.0,Automatic,2014,24000.0
Hyundai,Accent,81500.0,Automatic,2015,26000.0
Mercedes-Benz,E320,600000.0,Automatic,1996,10000.0
Ford,Edge,195000.0,Automatic,2014,39000.0
Nissan,Maxima,20000.0,Automatic,2018,110000.0
Renault,Logan,146622.0,Automatic,2012,9000.0
Ford,Edge,195000.0,CVT,2014,39000.0
Hyundai,Santa,175000.0,Automatic,2015,44500.0
Geely,Emgrand,136.0,Automatic,2012,20000.0
GMC,Yukon,324000.0,Automatic,2011,65000.0
GMC,Yukon,320000.0,Automatic,2011,65000.0
Audi,Q5,47000.0,Automatic,2017,105000.0
Audi,Q5,47000.0,Automatic,2017,105000.0
Chevrolet,Tahoe,60000.0,Automatic,2016,150000.0
Chevrolet,Tahoe,60000.0,Automatic,2016,150000.0
Mercedes-Benz,C-Class,48000.0,Automatic,2016,117000.0
Ford,Fusion,157.0,Automatic,2014,38000.0
Hyundai,Santa,25000.0,Automatic,2017,75000.0
GMC,Yukon,20000.0,Automatic,1997,45000.0
GMC,Yukon,53000.0,Automatic,2018,180000.0
Mercedes-Benz,E-Class,118000.0,Manual,2015,110000.0
Ford,F-150,18000.0,Automatic,2019,175000.0
Chevrolet,Tahoe,60000.0,Automatic,2018,135000.0
Chevrolet,Tahoe,60000.0,Automatic,2018,135000.0
Chevrolet,Tahoe,64000.0,Automatic,2018,138000.0
Mercedes-Benz,S-Class,135000.0,Automatic,2015,240000.0
Land,Rover,131000.0,Automatic,2015,200000.0
GMC,Yukon,81000.0,Automatic,2017,171000.0
GMC,Yukon,102000.0,Automatic,2015,123000.0
Chevrolet,Impala,19000.0,Automatic,2017,95000.0
GMC,Acadia,295000.0,Automatic,2010,18000.0
GMC,Yukon,140000.0,Automatic,2016,145000.0
Land,Rover,37000.0,Automatic,2017,350000.0
Land,Rover,133000.0,Automatic,2015,175000.0
Land,Rover,110000.0,Automatic,2016,180000.0
Lexus,ES,46000.0,Automatic,2019,190000.0
Lexus,ES,44000.0,Automatic,2019,165000.0
Lexus,ES,82000.0,Automatic,2017,113000.0
Lexus,ES,116000.0,Automatic,2015,85000.0
Lexus,ES,87000.0,Automatic,2015,115000.0
BMW,7,99000.0,Automatic,2015,103000.0
Ford,Expedition,33000.0,Automatic,2018,185000.0
Chevrolet,Tahoe,48000.0,Automatic,2018,135000.0
Chevrolet,Tahoe,50000.0,Automatic,2018,135000.0
Hyundai,Sonata,76000.0,Automatic,2016,73000.0
